area,percorso_menu,voce,form_o_prg,copertura,evidenza_web,reason_code,note,metodo_classificazione
clienti,clienti > Provvigioni > Liquidazione provvigioni agente,Attribuzione provvigioni per agente/linea prodotto,menu_listage2,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione agenti per capo area,Aggiornamento,menu_car000,MIGRATO,/capi-area,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione agenti per capo area,Stampa agenti del capo area,menu_carsta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su dettagli fatture,Aggiornamento archivio provvigionale,menu_prvd000,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su dettagli fatture,Creazione archivio provvigionale,menu_prvdcrea,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su dettagli fatture,Modifica percentuali provvigioni,menu_prvdperc,MANCANTE,,,,default
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su dettagli fatture,Rettifica provvigioni nei dettagli fatture,menu_prvdfat,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su dettagli fatture,Stampa provvigioni capo area,menu_prvdstac,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su dettagli fatture,Stampa provvigioni con dettaglio articoli,menu_prvdsta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su dettagli fatture,Stampa provvigioni con raggruppamento per numero,menu_prvdsta1,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su testate fatture,Aggiornamento archivio provvigionale,menu_prv000,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su testate fatture,Creazione archivio provvigionale,menu_prvcrea,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su testate fatture,Liquida provvigioni maturate ed incassate,menu_prvperc,MANCANTE,,,,default
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su testate fatture,Liquidazione provvigionale per importi,menu_prvimpot,MANCANTE,,,,default
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su testate fatture,Rettifica provvigioni nei dettagli fatture,menu_prvdfat,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su testate fatture,Stampa provvigioni,menu_prvsta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su testate fatture > Gestione provvigioni per agente/cliente,Aggiornamento provvigioni agente/cliente,menu_prvcli,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Provvigioni > Liquidazione provvigioni agente > Gestione provvigioni su testate fatture > Gestione provvigioni per agente/cliente,Stampa provvigioni agente/cliente,menu_prvclist,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
clienti,clienti > Ristampa documenti,Ristampa documenti,menu_ristampa_doc,MIGRATO,/documenti,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
clienti,clienti > Ristampa documenti,Tracciabilità documenti,menu_tracdoc,MANCANTE,,,"Catena ordine-DDT-fattura: le chiavi di tracciabilita sono gia mappate (sessione 1, U_BOL_DD); vista dedicata da costruire",default
clienti,clienti > Ristampa documenti,Tracciabilità documenti passivi,menu_tracdoc_forn,MANCANTE,,,"Catena ordine-DDT-fattura: le chiavi di tracciabilita sono gia mappate (sessione 1, U_BOL_DD); vista dedicata da costruire",default
clienti,clienti > Schede di sicurezza/SDS,Annullo schede sicurezza/SDS con selezione,menu_sdsannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Schede di sicurezza/SDS,Attribuzione scheda di conformità ai prodotti,menu_sdsatt,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Schede di sicurezza/SDS,Gestione delle schede di conformità/SDS,menu_sds000,MANCANTE,,,,default
clienti,clienti > Schede di sicurezza/SDS,Tracciabilità degli invii schede di sicurezza/SDS,menu_sdstra,MANCANTE,,,"Catena ordine-DDT-fattura: le chiavi di tracciabilita sono gia mappate (sessione 1, U_BOL_DD); vista dedicata da costruire",default
clienti,clienti > Sconti > Gestione sconti per can. vendita / gruppo merc.,Annullo,menu_scocveann,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Sconti > Gestione sconti per can. vendita / gruppo merc.,Gestione completa,menu_scocve000,MANCANTE,,,,default
clienti,clienti > Sconti > Gestione sconti per can. vendita / gruppo merc.,Stampa,menu_scocvesta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
clienti,clienti > Sconti > Gestione sconti per cliente categoria merceologica,Aggiornamento sconti,menu_scocme,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Sconti > Gestione sconti per cliente categoria merceologica,Annullo sconti categoria merceologica,menu_scoannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
clienti,clienti > Sconti > Gestione sconti per cliente categoria merceologica,Stampa sconti per categoria merceologica,menu_stacme,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
clienti,clienti > Sconti > Gestione sconti per cliente categoria merceologica,Stampa sconti per cliente/categoria merceologica,menu_stscocm,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
clienti,clienti > Sconti > Gestione sconti tipo cliente categoria articoli,Crea legame tipo clinte categoria articoli,menu_scocliart,MANCANTE,,,,default
clienti,clienti > Sconti > Gestione sconti tipo cliente categoria articoli,Gestione tipologie sconti,menu_sconti,MANCANTE,,,,default
consulenza,consulenza > Gestione risorse > Gestione anagrafiche risorse,Aggiornamento anagrafica risorse umane,menu_risumana000,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione anagrafiche risorse,Annullo risorse con selezione,menu_risumanaannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione commesse,Annullo commesse con selezione,menu_commessa_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione commesse,Creazione distinte RID,menu_distinte_rid,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione commesse,Duplicazione commessa,menu_commessa_dupl,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione commesse,Generazione commessa da budget sintetico,menu_budgetsint_to_commessa,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione commesse,Generazione commesse da trattative commerciali,menu_trattativa_to_commessa,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione commesse,Gestione commesse risorse/servizi/prodotti,menu_commessa000,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione commesse,Gestione del budget sintetico,menu_budgetsint000,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione commesse,Ricerca e conferma chiusura attività commesse,menu_chiusura_attivita,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione commesse,Ricerca e conferma comunicazioni commesse,menu_comunicazioni,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione commesse,Scheda riassuntiva commessa,,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione commesse,Stampa commesse,menu_commessasta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Gestione risorse > Gestione commesse,Stampa commesse - dati contabili,,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Gestione risorse > Gestione commesse,Utilità di chiusura/apertura commesse,menu_commessa_close,NON_APPLICABILE,,WRITE_SIDE,Utility/manutenzione: gestionale,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione fatturabile,Associa fatture a commessa,menu_commessa_fattura_leg,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione fatturabile,Blocco/sblocco flag fatturato nel fatturabile,menu_fatturabile_flgfatturato,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione fatturabile,Generazione archivio del fatturabile da commesse,menu_fatturabile,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione fatturabile,Generazione fatture da archivio del fatturabile,menu_fatturabile_to_fat,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione provvigioni,Stampa provvigioni da timesheet risorse,menu_timesht_provv_sta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Gestione risorse > Gestione rimborsi spese,Inserimento rimborsi spese,menu_rimbspe,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione rimborsi spese,Stampa rimborsi spese,menu_rimbspesta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Gestione risorse > Gestione statistiche,Statistica fatturabile articoli su file excel,menu_fatturabile_stat,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione statistiche,Statistica fatturabile aule su file excel,menu_fatturabile_stat,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione statistiche,Statistica fatturabile partecipanti su file excel,menu_fatturabile_stat,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione statistiche,Statistica fatturabile risorse umane su file excel,menu_fatturabile_stat,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione statistiche,Statistica fatturabile servizi su file excel,menu_fatturabile_stat,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione statistiche,Statistica fatturabile tutti i tipi su file excel,menu_fatturabile_stat,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione timesheet,Annullo timesheet con selezione,menu_timeshtannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Gestione timesheet,Gestione timesheet risorse,menu_timesht,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Gestione risorse > Gestione timesheet,Stampa del lavorato da timesheet,menu_timeshtsta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Gestione risorse > Import/export dati,Import/export dati per risorse,menu_risorse_copy,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Gestione risorse > Import/export dati,Trasferimento parametri tra databases,menu_para_copy,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali,Contatti telefonici,,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Attività non concordate,Aggiornamento,menu_attivitanc,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Attività non concordate,Annullo attività non concordate,menu_attivitanc_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Attività non concordate,Creazione multipla attività non concordate,menu_attivitanc_multi,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Attività non concordate,Rileva le attività non concordate,menu_attivita,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Gestione contratti,Aggiornamento contratti studio,menu_contrstudi000,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione contratti,Annullo contratti con selezione,menu_contrstudi_annu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione contratti,Duplica contratti clienti studio,menu_contrstudi_dupl,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione contratti,Duplicazione massiva contratti clienti per anno,menu_contrstudi_dupl_multi,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione contratti,Modifica prezzi per singola attività,menu_contrstudi_prz,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Gestione contratti,Stampa contratti studio,menu_contrstudi_sta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Studi professionali > Gestione del fatturabile,Codifiche interfaccia anagrafiche clienti,menu_codificacli,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Gestione del fatturabile,Creazione e aggiornamento fatturabile mensile,menu_fatturabile_studi,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione del fatturabile,Creazione note informative/fatture proforma,menu_fatturabile_studi_to_fap,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione del fatturabile,Elaborazione cedolini,menu_elab_cedolini,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Gestione del fatturabile,Gestione costi risorse umane,menu_costistudi000,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Gestione del fatturabile,Sblocco fatturabile già fatturato,menu_fatturabst_sbloc,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione del fatturabile,Stampa fatturabile mensile,menu_fatturabst_sta,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Studi professionali > Gestione fatture clienti studio,Aggiornamento fatture clienti,menu_fat000,MIGRATO,/fatture,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
consulenza,consulenza > Studi professionali > Gestione fatture clienti studio,Annullo con selezione,menu_fatannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione fatture clienti studio,Elenco delle fatture per periodo,menu_fattras,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Studi professionali > Gestione fatture clienti studio,Elenco fatture con r.a./enpacl,menu_fatraenpacl,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Studi professionali > Gestione fatture clienti studio,Elenco fatture per cliente,menu_fattrac,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Studi professionali > Gestione fatture proforma/note informative,Abbinamento incassi da excel banca,menu_import_incassi,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Gestione fatture proforma/note informative,Aggiornamento fatture proforma/note informative,menu_fap000,MIGRATO,/proforma,,Consultazione web agganciata via FORM_TO_URL,FORM_TO_URL
consulenza,consulenza > Studi professionali > Gestione fatture proforma/note informative,Annullo fatture proforma con selezione,menu_fapannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione fatture proforma/note informative,Creazione delle fatture clienti dopo l'incasso,menu_faptofat,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione fatture proforma/note informative,Elenco fatture proforma per periodo,menu_faptras,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
consulenza,consulenza > Studi professionali > Gestione fatture proforma/note informative,Sblocco/blocco fatture proforma già fatturate,menu_fapflgs,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
consulenza,consulenza > Studi professionali > Gestione fatture proforma/note informative,Verifica incassi fatture proforma/note informative,menu_fatturep_incassate,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Procedure operative studio,Analisi/statistiche attività procedure,menu_flow_sta,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Procedure operative studio,Gestione procedure operative,flw_gestione,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
consulenza,consulenza > Studi professionali > Procedure operative studio,Laboratorio procedure operative,flw_disegna,MANCANTE,,NEEDS_DOMAIN,Area verticale consulenza: verificare se in uso a Impresind,pattern-refine
contabilit,contabilit > Acquisti/cessioni intracomunitarie > Cessioni intracomunitarie sugli acquisti,Aggiornamento,menu_cea000,NON_APPLICABILE,,WRITE_SIDE,Editing anagrafico sul gestionale,screenshot+web
contabilit,contabilit > Acquisti/cessioni intracomunitarie > Cessioni intracomunitarie sugli acquisti,Annullo acquisti con selezione,menu_ceaannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Acquisti/cessioni intracomunitarie > Cessioni intracomunitarie sugli acquisti,Creazione archivio,menu_ceifcrea,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Acquisti/cessioni intracomunitarie > Cessioni intracomunitarie sulle vendite,Aggiornamento,menu_cei000,NON_APPLICABILE,,WRITE_SIDE,Editing anagrafico sul gestionale,screenshot+web
contabilit,contabilit > Acquisti/cessioni intracomunitarie > Cessioni intracomunitarie sulle vendite,Annullo cessioni intracom. con selezione,menu_ceiannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Acquisti/cessioni intracomunitarie > Cessioni intracomunitarie sulle vendite,Creazione cessioni intracom. da archivio fatture,menu_ceicrea,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Acquisti/cessioni intracomunitarie > Gestione telematica (interchange),Controllo congruità registrazioni intrastat,intrastat_controllo_incongruenze,MANCANTE,,,,default
contabilit,contabilit > Acquisti/cessioni intracomunitarie > Gestione telematica (interchange),Controllo delle registrazioni contabili intrastat,intrastat_controllo_dati_interchange,MANCANTE,,,,default
contabilit,contabilit > Acquisti/cessioni intracomunitarie > Gestione telematica (interchange),Creazione file interchange per invio telematico,intrastat_crea_file_interchange,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Anni contabili,Apertura nuovo anno contabile,menu_annicont,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Anni contabili,Blocco registrazioni contabili,menu_bloccapn,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Anni contabili,Cambio anno contabile,daianno,NON_APPLICABILE,,NOT_APPLICABLE,Il web cambia esercizio dal contesto fiscale in sessione,screenshot+web
contabilit,contabilit > Anni contabili,Chiusura annuale contabilità,menu_chiuann,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Anni contabili > Sfoltimento archivi contabili,Sfoltimento archivi di prima nota,menu_prnsfolt,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Anni contabili > Sfoltimento archivi contabili,Sfoltimento partitari clienti,menu_partsfoc,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Anni contabili > Sfoltimento archivi contabili,Sfoltimento partitari fornitori,menu_partsfof,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Bilanci,Allegati di bilancio,menu_allebil,MANCANTE,,,NEEDS_DOMAIN: quali allegati produce,screenshot+web
contabilit,contabilit > Bilanci,Analisi dati bilancio,menu_anabil,MANCANTE,,,NEEDS_DOMAIN: contenuto della analisi da chiarire,screenshot+web
contabilit,contabilit > Bilanci,Bilancio con confronto anno precedente,menu_bilcoan,MANCANTE,,,Il bilancio web non ha il confronto N-1 (il CEE si),screenshot+web
contabilit,contabilit > Bilanci,Bilancio di verifica,menu_stbilan,MIGRATO,/contabilita/bilancio?vista=mastri,,,screenshot+web
contabilit,contabilit > Bilanci,Bilancio di verifica a sezioni contrapposte,menu_stbiseco,MIGRATO,/contabilita/bilancio?vista=contrapposte,,,screenshot+web
contabilit,contabilit > Bilanci,Bilancio di verifica civilistico,menu_stbilanc,MANCANTE,,,NEEDS_DOMAIN: differenza rispetto al bilancio di verifica standard,screenshot+web
contabilit,contabilit > Bilanci,Bilancio di verifica esercizio contab. non solare,menu_bilnosol,MANCANTE,,,Il bilancio web assume esercizio=anno fiscale,screenshot+web
contabilit,contabilit > Bilanci,Bilancio di verifica gestionale,menu_stbilang,MANCANTE,,,NEEDS_DOMAIN: differenza rispetto al bilancio di verifica standard,screenshot+web
contabilit,contabilit > Bilanci,Calcolo del bilancio,menu_bil000,NON_APPLICABILE,,NOT_APPLICABLE,Il web calcola il bilancio live dallo storico: elaborazione batch legacy non necessaria,screenshot+web
contabilit,contabilit > Bilanci,Caricamento saldi iniziali,menu_prncarsa,NON_APPLICABILE,,WRITE_SIDE,,screenshot+web
contabilit,contabilit > Bilanci,Stampa bilancio per centri di costo,menu_stbiccoseco,MANCANTE,,,Dipende dalla feature cdc (assente),screenshot+web
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Annullo confluenze conti in righe,menu_ceeannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Annullo confluenze dettagli in totali,menu_ceeannt,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Calcolo bilancio cee,ceecont,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Calcolo del bilancio,menu_bil000,NON_APPLICABILE,,NOT_APPLICABLE,Il web calcola il bilancio live dallo storico: elaborazione batch legacy non necessaria,screenshot+web
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Confluenza dei conti contab. in righe bilancio cee,menu_ceepdc,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Confluenza righe bil. cee nelle righe di totale,menu_ceetot,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Definizione righe bilancio cee,menu_cee000,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Gestione nuovo esercizio,menu_ceeanno,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Rettifiche bilancio cee,menu_ceeret,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Ricerca / stampa confluenze totali,menu_ceeric,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Salvataggio su floppy,ceesave,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Stampa bilancio cee,menu_stbilcee,NON_APPLICABILE,,PRINT_REPORT,Stampa/report legacy,pattern-label
contabilit,contabilit > Bilanci > Bilancio iv direttiva cee,Verifica se il conto movim. confluisce nella riga,menu_ceecori,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio per sole24ore,Attribuzione dei codici di raggruppamento,menu_attrag2,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Bilanci > Bilancio per sole24ore,Raggruppamento bilancio su sole24ore,menu_raggbil2,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio riclassificato,Annullo confluenze conti in righe,menu_briannu,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Bilanci > Bilancio riclassificato,Annullo confluenze dettagli in totali,menu_briannt,NON_APPLICABILE,,WRITE_SIDE,Scrittura: riservata a slice Opus,pattern-label
contabilit,contabilit > Bilanci > Bilancio riclassificato,Calcolo bilancio riclassificato,bricont,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio riclassificato,Calcolo del bilancio,menu_bil000,NON_APPLICABILE,,NOT_APPLICABLE,Il web calcola il bilancio live dallo storico: elaborazione batch legacy non necessaria,screenshot+web
contabilit,contabilit > Bilanci > Bilancio riclassificato,Confluenza conti in righe bilancio riclassificato,menu_bripdc,MANCANTE,,,,default
contabilit,contabilit > Bilanci > Bilancio riclassificato,Confluenza righe riclassificate in righe di totale,menu_britot,MANCANTE,,,,default
